City,BankState,ApprovalFY,NoEmp,NewExist,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,Accept,Franchise,CreateJobBinary,RetainedJobBinary,DisbursementGross_rango,BalanceGross_rango
DAYTON,OH,1995,14,0,0,0,0,80000.0,0.0,1,1,0,0,Bajo,Sin Saldo
RAVENNA,VA,2006,4,0,2,0,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
DAYTON,IL,2002,26,0,1,1,0,100000.0,0.0,1,0,0,1,Medio,Sin Saldo
ZANESVILLE,DE,2007,2,0,2,1,0,15977.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
MAUMEE,OH,2007,1,1,2,0,0,100000.0,0.0,0,0,1,1,Medio,Sin Saldo
LOVELAND,IL,2011,6,0,1,1,0,115739.0,0.0,0,0,1,0,Medio,Sin Saldo
YOUNGSTOWN,RI,2006,18,1,1,0,0,100000.0,0.0,1,0,0,1,Medio,Sin Saldo
GROVE CITY,OH,2009,18,0,1,0,0,35000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
DUBLIN,OH,2004,4,0,1,0,0,100000.0,0.0,1,0,0,1,Medio,Sin Saldo
BRUNSWICK,OH,2005,1,1,1,0,0,23400.0,0.0,1,1,1,1,Muy bajo,Sin Saldo
MEDINA,OH,1995,6,1,0,0,1,63500.0,0.0,1,0,0,0,Bajo,Sin Saldo
CINCINNATI,TX,2002,15,0,1,0,0,818000.0,0.0,1,0,0,1,Alto,Sin Saldo
CAMBRIDGE,OH,1996,2,0,0,0,1,22500.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
AVON,DE,2006,3,0,1,0,0,108700.0,0.0,1,0,0,1,Medio,Sin Saldo
BRUNSWICK,OH,2006,4,1,1,1,0,50000.0,0.0,0,0,1,0,Bajo,Sin Saldo
CINCINNATI,OH,2011,0,0,1,1,0,32248.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
ZANESVILLE,OH,2008,25,0,2,0,0,130000.0,0.0,0,1,0,1,Medio,Sin Saldo
VANDALIA,IL,1998,3,0,0,1,0,10129.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
SYLVANIA,OH,2007,3,1,1,0,0,40000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
PATASKALA,IL,2007,1,1,2,0,0,25400.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1983,25,0,0,0,0,116000.0,0.0,1,0,0,0,Medio,Sin Saldo
ENGLEWOOD,DE,2008,3,0,2,1,0,24184.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
CHILLICOTHE,OH,2010,8,0,1,0,0,180000.0,0.0,1,0,1,1,Medio,Sin Saldo
EASTLAKE,OH,1988,3,1,0,0,0,63000.0,0.0,1,0,1,0,Bajo,Sin Saldo
CINCINNATI,OH,1988,27,0,0,0,0,96000.0,0.0,1,0,1,1,Medio,Sin Saldo
CLIFTON FARMS,DE,2002,31,1,1,0,0,217000.0,0.0,1,0,0,1,Alto,Sin Saldo
STEUBENVILLE,OH,2009,26,0,1,1,0,500000.0,0.0,1,0,1,1,Alto,Sin Saldo
BRUNSWICK,RI,2006,1,0,1,1,0,3000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
LAGRANGE,OH,1996,3,0,0,0,1,70000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2000,20,1,1,0,0,1000000.0,0.0,1,0,0,0,Alto,Sin Saldo
NORTH ROYALTON,OH,1995,13,0,0,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,DE,2007,1,1,1,1,0,21653.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
TROY,TX,2002,2,0,1,0,0,589500.0,0.0,1,0,1,1,Alto,Sin Saldo
UTICA,OH,1992,32,0,0,0,0,240000.0,0.0,1,0,0,0,Alto,Sin Saldo
INDEPENDENCE,RI,2005,3,0,1,1,0,5000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MAUMEE,OH,2008,2,1,2,1,0,72359.0,0.0,0,1,1,1,Bajo,Sin Saldo
CINCINNATI,IL,2001,12,0,1,0,0,252000.0,0.0,1,0,0,1,Alto,Sin Saldo
WARREN,OH,1997,4,1,0,0,1,35000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
WORTHINGTON,IL,2006,3,1,1,1,0,121982.0,0.0,1,0,0,0,Medio,Sin Saldo
TROTWOOD,OH,2008,25,0,2,0,0,472000.0,0.0,1,0,1,1,Alto,Sin Saldo
DUBLIN,TX,2001,5,1,1,0,0,140000.0,0.0,1,1,0,1,Medio,Sin Saldo
COLUMBUS,OH,1983,40,0,0,0,0,130000.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,1991,40,0,0,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
EAST LIVERPOOL,OH,2004,32,0,2,0,0,1280000.0,0.0,1,0,0,0,Alto,Sin Saldo
SPRINGBORO,OH,2007,0,0,2,1,0,36500.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
LIMA,OH,1990,2,1,0,0,0,205000.0,0.0,1,1,0,0,Alto,Sin Saldo
AKRON,OH,2007,3,1,1,0,0,90000.0,0.0,1,0,0,0,Medio,Sin Saldo
PERRYSBURG,OH,2006,10,0,2,0,0,284200.0,0.0,1,0,1,1,Alto,Sin Saldo
CINCINNATI,OH,2009,7,0,1,1,0,74700.0,0.0,0,0,1,0,Bajo,Sin Saldo
CHAGRIN FALLS,OH,2003,1,1,1,0,0,140000.0,0.0,1,1,1,1,Medio,Sin Saldo
YOUNGSTOWN,RI,2005,3,0,1,0,0,36000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
BOARDMAN,SD,1995,7,1,0,0,0,500000.0,0.0,1,0,0,0,Alto,Sin Saldo
AKRON,RI,2005,8,0,1,0,0,49989.0,0.0,1,0,0,1,Bajo,Sin Saldo
LANCASTER,OH,2003,52,0,1,0,0,1500000.0,0.0,1,0,0,0,Alto,Sin Saldo
HOLGATE,OH,2004,8,0,2,0,0,33200.0,0.0,1,1,0,1,Muy bajo,Sin Saldo
BEDFORD,OH,2000,12,1,1,0,0,45000.0,0.0,1,0,0,0,Bajo,Sin Saldo
LORAIN,OH,2006,4,1,1,0,0,15100.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,OH,2006,0,0,1,1,0,25749.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
LOGAN,OH,2008,4,0,2,1,0,26902.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,OH,2011,29,0,1,1,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
ADA,OH,1989,2,1,0,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
NEWARK,OH,2003,2,1,1,0,1,72000.0,0.0,1,0,0,0,Bajo,Sin Saldo
GROVE CITY,OH,2008,0,0,1,0,0,25000.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,CA,1996,1,0,0,0,0,135000.0,0.0,0,1,0,0,Medio,Sin Saldo
ELYRIA,OH,1994,8,0,0,0,0,79000.0,0.0,1,0,1,1,Bajo,Sin Saldo
WESTERVILLE,OH,2004,3,1,1,0,1,140000.0,0.0,1,0,0,0,Medio,Sin Saldo
MIDDLETOWN,OH,1991,35,0,0,0,0,163000.0,0.0,1,0,1,1,Medio,Sin Saldo
WESTERVILLE,OH,2008,0,0,1,1,0,43400.0,0.0,1,0,0,0,Bajo,Sin Saldo
MENTOR,RI,2005,1,0,1,1,0,75000.0,0.0,1,0,0,1,Bajo,Sin Saldo
WESTERVILLE,OH,1999,34,0,0,0,0,392000.0,0.0,1,0,1,1,Alto,Sin Saldo
TALLMADGE,OH,2002,1,1,1,0,0,777170.0,0.0,1,0,0,0,Alto,Sin Saldo
AMHERST,IN,2002,2,1,1,0,1,51700.0,0.0,1,0,0,0,Bajo,Sin Saldo
TWINSBURG,OH,2003,13,0,1,0,0,550000.0,0.0,1,0,0,1,Alto,Sin Saldo
CHANDLERSVILLE,OH,2004,5,1,2,0,0,45500.0,0.0,1,0,1,0,Bajo,Sin Saldo
CINCINNATI,OH,2011,0,0,1,1,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
ORIENT,OH,2011,0,0,1,1,0,26779.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
STRUTHERS,PA,1995,12,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
SEVEN HILLS,OH,2000,4,0,2,0,1,150000.0,0.0,0,0,0,0,Medio,Sin Saldo
WARREN,KS,1984,11,0,0,0,0,84000.0,0.0,1,0,0,0,Bajo,Sin Saldo
UNIONTOWN,OH,2008,0,0,2,1,0,14974.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
WELLINGTON,OH,2006,4,1,2,0,0,17500.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
VAN BUREN,DE,2004,4,0,2,0,0,203200.0,0.0,1,0,1,1,Alto,Sin Saldo
CENTERVILLE,OH,2002,150,0,1,0,0,350000.0,0.0,1,0,0,0,Alto,Sin Saldo
LEBANON,OH,1995,4,0,0,0,0,335000.0,0.0,1,0,0,0,Alto,Sin Saldo
YOUNGSTOWN,OH,2010,5,0,1,0,0,80000.0,0.0,1,0,0,1,Bajo,Sin Saldo
OAK HARBOR,OH,1999,1,0,1,0,1,54000.0,0.0,1,0,0,0,Bajo,Sin Saldo
FORT RECOVERY,OH,2009,23,0,2,0,0,200000.0,0.0,1,0,1,0,Medio,Sin Saldo
BLACKLICK,OH,1995,110,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
LODI,RI,2005,5,0,2,1,0,69719.0,0.0,1,0,0,1,Bajo,Sin Saldo
KETTERING,OH,2003,3,0,1,0,0,38400.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
HAMILTON,OH,2006,1,1,1,1,0,14644.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,OH,1991,33,0,0,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
MOUNT VERNON,DE,2004,2,0,2,0,0,27600.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
OREGON,RI,2006,2,1,1,0,0,20000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
AUSTINTOWN,OH,1996,1,1,0,0,0,599000.0,0.0,1,1,1,0,Alto,Sin Saldo
WICKLIFFE,OH,2007,5,0,1,1,0,107685.0,0.0,1,0,1,1,Medio,Sin Saldo
CANTON,OH,2011,0,0,1,0,0,7600.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
NORTH CANTON,OH,2004,25,0,1,0,0,500000.0,0.0,1,0,0,0,Alto,Sin Saldo
DAYTON,OH,1990,26,0,0,0,0,167500.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,1996,10,1,0,0,0,184000.0,0.0,1,1,0,0,Medio,Sin Saldo
LOUISVILLE,OH,2008,15,1,2,0,0,103500.0,0.0,1,0,0,1,Medio,Sin Saldo
DUBLIN,IL,2008,3,1,1,0,0,25400.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
WEST CHESTER,IL,2007,2,0,2,1,0,133367.0,0.0,1,0,0,1,Medio,Sin Saldo
PARIS,IL,2002,3,0,2,1,0,11664.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
YOUNGSTOWN,OH,2008,10,0,1,0,0,133000.0,0.0,1,0,1,1,Medio,Sin Saldo
PORT CLINTON,OH,1997,2,0,0,0,0,243000.0,0.0,1,0,0,0,Alto,Sin Saldo
BEACHWOOD,OH,2011,0,0,1,0,0,7400.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
HILLIARD,OH,2005,2,1,1,0,0,388800.0,0.0,1,0,0,1,Alto,Sin Saldo
OBERLIN,OH,1995,1,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CLEVELAND,OH,2004,14,0,1,0,0,150000.0,0.0,1,0,1,0,Medio,Sin Saldo
TROY,OH,2006,4,1,2,0,0,263700.0,0.0,0,1,0,0,Alto,Sin Saldo
BELLEFONTAINE,OH,2002,10,0,2,0,0,116000.0,0.0,1,0,1,1,Medio,Sin Saldo
STEUBENVILLE,IL,2006,12,0,1,0,0,76300.0,0.0,1,0,0,1,Bajo,Sin Saldo
NORTH OLMSTED,RI,2006,3,0,1,1,0,7580.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CINCINNATI,OH,2007,0,0,1,1,0,50192.0,0.0,0,0,0,0,Bajo,Sin Saldo
CANTON,OH,2008,21,1,1,0,0,30000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
AKRON,RI,2006,7,0,1,1,0,148103.0,0.0,1,0,1,1,Medio,Sin Saldo
MASSILLON,OH,1998,6,0,0,0,1,65000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2000,26,0,1,0,0,208000.0,0.0,1,0,0,1,Alto,Sin Saldo
COLUMBUS,IL,1992,6,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
NEW ALBANY,IL,2010,1,1,1,0,0,37500.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CANTON,ME,2000,20,0,1,0,0,150000.0,0.0,1,0,0,1,Medio,Sin Saldo
HILLIARD,DE,2006,1,0,1,1,0,35890.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
WASHINGTON COURT HOUSE,OH,2009,2,0,2,1,0,206485.0,0.0,1,0,0,1,Alto,Sin Saldo
WATERVILLE,OH,1999,6,0,0,1,0,258841.0,0.0,1,0,0,0,Alto,Sin Saldo
TOLEDO,OH,1997,7,0,0,0,0,210000.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,OH,2005,80,0,1,1,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
TOLEDO,OH,1988,15,1,0,0,0,133267.0,0.0,0,0,0,0,Medio,Sin Saldo
DANVILLE,OH,2004,14,0,2,0,0,298000.0,0.0,1,0,0,1,Alto,Sin Saldo
TOLEDO,OH,1996,60,0,0,1,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
SHARONVILLE,OH,1994,24,0,0,0,0,231000.0,0.0,1,0,1,1,Alto,Sin Saldo
DAYTON,OH,1999,24,0,1,0,0,653000.0,0.0,1,0,1,1,Alto,Sin Saldo
VANDALIA,DE,2009,2,0,1,1,0,955518.0,0.0,1,0,1,1,Alto,Sin Saldo
CINCINNATI,OH,2000,2,0,0,0,0,125000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,1999,5,0,1,0,0,270000.0,0.0,1,0,0,0,Alto,Sin Saldo
CHILLICOTHE,OH,1989,27,0,0,0,0,750000.0,0.0,1,0,0,0,Alto,Sin Saldo
COLUMBUS,OH,1997,56,0,0,0,0,257000.0,0.0,1,0,1,1,Alto,Sin Saldo
KETTERING,OH,2003,2,0,1,1,0,24952.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1999,1,1,1,0,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1998,1,1,0,0,1,32000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
FRANKLIN,OH,2003,3,0,2,0,0,235000.0,0.0,1,0,1,1,Alto,Sin Saldo
AKRON,OH,2004,3,0,1,1,0,14754.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
FRANKLIN,OH,1990,75,0,0,0,0,300000.0,0.0,1,0,0,0,Alto,Sin Saldo
AKRON,IL,2004,15,0,1,0,0,103900.0,0.0,0,0,0,1,Medio,Sin Saldo
LORAIN,OH,2000,5,0,1,0,0,127000.0,0.0,1,0,1,0,Medio,Sin Saldo
GROVE CITY,DE,2002,1,0,1,0,0,95000.0,0.0,0,0,1,1,Medio,Sin Saldo
BROOKLYN,OH,2008,4,1,1,1,0,35000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CLEVELAND,OH,2001,15,0,1,0,0,1076000.0,0.0,1,1,1,0,Alto,Sin Saldo
MILFORD,OH,2007,3,1,2,1,0,20000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
GROVE CITY,IL,2007,4,1,1,0,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
AKRON,OH,2002,6,0,1,0,1,75650.0,0.0,1,0,0,0,Bajo,Sin Saldo
TOLEDO,OH,1996,3,0,0,0,1,15000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CLEVELAND,RI,2006,8,1,1,1,0,45000.0,0.0,1,0,1,1,Bajo,Sin Saldo
PROCTORVILLE,WV,2001,2,1,2,0,1,29200.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CLEVELAND,OH,1993,10,0,0,0,0,245000.0,0.0,1,0,0,0,Alto,Sin Saldo
MACEDONIA,OH,1995,8,0,0,0,0,281000.0,0.0,1,0,1,1,Alto,Sin Saldo
WESTERVILLE,IL,2004,1,0,1,0,0,20300.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CINCINNATI,OH,2000,13,0,1,0,0,97000.0,0.0,1,0,1,0,Medio,Sin Saldo
WEST UNION,OH,2009,2,1,2,0,0,250000.0,0.0,0,0,1,1,Alto,Sin Saldo
LYNDHURST,OH,2004,5,0,1,1,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
POWELL,OH,2007,2,0,2,1,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CLERTOMA,OH,2001,13,0,1,0,0,66500.0,0.0,0,0,1,1,Bajo,Sin Saldo
COLUMBUS,OH,1996,1,0,0,0,1,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
NEWARK,OH,2007,0,0,1,0,0,25000.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
AKRON,OH,1995,2,0,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
BOWLING GREEN,OH,2006,2,0,1,1,0,20100.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
GALLIPOLIS,OH,1998,1,0,0,0,1,26000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CIRCLEVILLE,FL,2006,1,0,2,0,0,25000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
PARMA,OH,1995,1,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
RAVENNA,OH,2010,1,0,1,0,0,30000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
MASON,OH,2010,2,0,1,1,0,742462.0,0.0,1,0,1,1,Alto,Sin Saldo
WESTERVILLE,OH,2010,0,0,1,1,0,40000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
TWINSBURG,RI,2005,1,0,1,1,0,113009.0,0.0,1,0,0,1,Medio,Sin Saldo
FAIRFIELD,OH,1992,3,0,0,0,0,60000.0,0.0,1,0,0,0,Bajo,Sin Saldo
MARION,SD,1999,10,0,0,0,0,350000.0,0.0,1,0,0,0,Alto,Sin Saldo
NEW LONDON,VA,2005,2,0,2,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CANFIELD,OH,2004,1,1,2,0,0,350000.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,OH,1985,11,0,0,0,0,108000.0,0.0,1,0,0,0,Medio,Sin Saldo
WILLOUGHBY,IL,1995,6,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
TOLEDO,RI,2005,5,1,1,1,0,10389.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
ZANESVILLE,OH,1994,47,0,0,0,0,372000.0,0.0,1,0,1,1,Alto,Sin Saldo
CANTON,OH,2007,12,0,1,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CLEVELAND,OH,2000,3,0,1,1,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
BEREA,OH,1997,3,1,0,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
GALENA,OH,1989,4,0,0,0,0,59564.0,0.0,1,0,0,0,Bajo,Sin Saldo
MOUNT VERNON,OH,2010,2,0,2,1,0,56990.0,0.0,1,0,0,1,Bajo,Sin Saldo
KETTERING,DE,2006,4,0,1,0,0,63000.0,0.0,1,0,1,1,Bajo,Sin Saldo
MARTINS FERRY,OH,1999,10,0,0,0,0,191000.0,0.0,1,1,0,1,Medio,Sin Saldo
DELAWARE,OH,2010,8,0,1,1,0,325624.0,0.0,1,0,1,1,Alto,Sin Saldo
PORT CLINTON,OH,2008,10,1,2,1,0,44150.0,0.0,1,0,0,1,Bajo,Sin Saldo
PIQUA,OH,1994,12,0,0,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,2004,2,0,1,0,0,225000.0,0.0,1,0,1,1,Alto,Sin Saldo
BROOKLYN HEIGHTS,OH,2005,12,0,1,0,0,462000.0,0.0,1,0,1,0,Alto,Sin Saldo
COLUMBUS,IL,2001,25,0,1,0,0,60900.0,0.0,1,0,0,1,Bajo,Sin Saldo
GOMER,OH,1998,2,0,0,0,1,36790.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
BEACHWOOD,NY,2006,1,0,1,0,0,150000.0,0.0,1,0,1,1,Medio,Sin Saldo
DAYTON,OH,1999,2,1,0,0,1,28500.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
LIMA,VA,2004,5,0,1,0,1,125000.0,0.0,0,0,0,0,Medio,Sin Saldo
CLEVELAND,OH,2002,35,0,1,0,0,1000000.0,0.0,1,0,0,1,Alto,Sin Saldo
LOVELAND,DE,2007,1,0,2,1,0,18500.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
PORTSMOUTH,RI,2006,2,0,2,0,0,45000.0,0.0,1,0,0,1,Bajo,Sin Saldo
SOUTH EUCLID,SD,1994,12,0,0,0,0,594000.0,0.0,1,0,0,0,Alto,Sin Saldo
WEST CHESTER,OH,1992,137,0,0,0,0,330000.0,0.0,1,0,1,0,Alto,Sin Saldo
DELAWARE,OH,2007,0,0,1,0,0,15500.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
YOUNGSTOWN,OH,2006,3,0,1,0,0,95403.0,0.0,1,0,0,0,Medio,Sin Saldo
VALLEY VIEW,OH,1995,15,0,0,0,0,351000.0,0.0,1,0,1,0,Alto,Sin Saldo
CORTLAND,OH,2000,10,0,1,0,0,198000.0,0.0,0,0,0,0,Medio,Sin Saldo
CANAL FULTON,IL,2006,1,1,2,1,0,37166.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
DAYTON,OH,1990,32,0,0,0,0,325000.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,OH,2007,4,0,1,1,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
AKRON,OH,1999,4,0,0,0,0,450000.0,0.0,1,0,0,0,Alto,Sin Saldo
TOLEDO,OH,1995,1,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,2005,18,0,0,0,0,2000000.0,0.0,1,0,0,0,Alto,Sin Saldo
CINCINNATI,OH,1985,65,0,0,0,0,114000.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBUS,OH,1984,60,0,0,0,0,215000.0,0.0,1,0,0,0,Alto,Sin Saldo
LAKEWOOD,OH,1992,5,0,0,0,0,125000.0,0.0,1,0,0,0,Medio,Sin Saldo
SHAKER HEIGHTS,OH,1995,25,0,0,0,1,8500.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
STRONGSVILLE,OH,2002,9,0,1,0,0,290900.0,0.0,1,0,1,1,Alto,Sin Saldo
NORTH CANTON,RI,2008,1,0,1,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1989,5,1,0,0,0,29000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
TOLEDO,OH,1990,55,0,0,0,0,1000000.0,0.0,1,0,0,0,Alto,Sin Saldo
SPRINGFIELD,OH,2000,19,0,1,0,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
TOLEDO,RI,2005,6,0,1,1,0,5000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
MANSFIELD,OH,1997,5,0,0,0,1,38000.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
HAMILTON,OH,2006,3,0,1,1,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
CINCINNATI,DE,2005,1,0,1,0,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
CINCINNATI,OH,2002,11,0,1,0,0,233000.0,0.0,1,0,1,0,Alto,Sin Saldo
SHELBY,OH,2007,1,0,2,0,0,40000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1999,14,0,1,0,0,100000.0,0.0,1,0,0,1,Medio,Sin Saldo
MOUNT ORAB,OH,2008,1,0,2,1,0,28172.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
HARRISON,OH,2014,0,0,1,1,0,17200.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
BEAVERCREEK,IL,2006,20,0,1,1,0,64532.0,0.0,1,0,0,1,Bajo,Sin Saldo
LIBERTY TOWNSHIP,OH,2006,4,0,2,1,0,146052.0,0.0,1,0,0,0,Medio,Sin Saldo
VANDALIA,OH,1996,2,1,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
CORWIN,OH,1984,30,1,0,0,0,250000.0,0.0,0,0,0,0,Alto,Sin Saldo
BELLEFONTAINE,OH,2009,2,1,1,1,0,191000.0,0.0,1,0,0,1,Medio,Sin Saldo
GRAFTON,IL,2010,21,0,1,1,0,200000.0,0.0,1,0,0,1,Medio,Sin Saldo
LORAIN,OH,2007,8,0,1,0,0,46800.0,0.0,1,0,0,1,Bajo,Sin Saldo
COLUMBUS,OH,1992,30,0,0,0,0,651000.0,0.0,0,0,0,0,Alto,Sin Saldo
WESTLAKE,SD,1997,3,0,0,0,0,173000.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,1995,15,0,0,0,0,223000.0,0.0,1,0,1,0,Alto,Sin Saldo
COLUMBUS,OH,2005,8,1,1,0,1,80000.0,0.0,1,0,0,0,Bajo,Sin Saldo
BRUNSWICK,IL,2002,2,0,1,1,0,35000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,OH,2003,10,0,1,0,0,441000.0,0.0,1,0,0,0,Alto,Sin Saldo
BEACHWOOD,OH,1997,3,0,0,0,1,60000.0,0.0,1,0,0,0,Bajo,Sin Saldo
UPPER ARLINGTON,IL,1997,7,0,0,0,0,51000.0,0.0,0,1,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2009,3,1,1,0,0,207000.0,0.0,1,0,0,1,Alto,Sin Saldo
WAYNESBURG,OH,2006,50,0,2,1,0,75411.0,0.0,0,0,1,1,Bajo,Sin Saldo
CIRCLEVILLE,OH,1991,40,1,0,0,0,800000.0,0.0,1,0,0,0,Alto,Sin Saldo
WEST CHESTER,OH,2005,1,0,2,0,0,546000.0,0.0,1,0,1,0,Alto,Sin Saldo
ASHLAND,OH,1997,2,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
XENIA,IL,1991,17,0,0,0,0,180000.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBIANA,OH,2007,2,1,2,1,0,16000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MENTOR,IL,1995,3,1,0,0,1,100000.0,0.0,0,0,0,0,Medio,Sin Saldo
DAYTON,OH,2005,4,1,1,1,0,25350.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
KETTERING,OH,1995,8,0,0,0,0,90000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,1996,4,0,0,0,1,20000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
